Name,Domain,Indicator,Year,GeogID,AgeGroup,Gender,Month,Measure,Value,ts,measureName,indicatorName,contentAreaName
APACHE,HSI,89,2021,4001,20,ALL,ALL,440,17.89,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2021,4001,20,ALL,ALL,440,17.89,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,hsi,89,2021,4003,20,ALL,ALL,440,25.05,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,hsi,89,2021,4003,20,ALL,ALL,440,25.05,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2020,4001,20,ALL,ALL,440,10.55,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
APACHE,HSI,89,2020,4001,20,ALL,ALL,440,10.55,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2020,4003,20,ALL,ALL,440,22.42,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCHISE,HSI,89,2020,4003,20,ALL,ALL,440,22.42,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2020,4005,20,ALL,ALL,440,17,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2020,4005,20,ALL,ALL,440,17,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2020,4007,20,ALL,ALL,440,48.87,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,HSI,89,2020,4007,20,ALL,ALL,440,48.87,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2021,4005,20,ALL,ALL,440,15.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
COCONINO,HSI,89,2021,4005,20,ALL,ALL,440,15.4,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,hsi,89,2021,4007,20,ALL,ALL,440,45.21,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GILA,hsi,89,2021,4007,20,ALL,ALL,440,45.21,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,hsi,89,2021,4009,20,ALL,ALL,440,32.62,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
GRAHAM,hsi,89,2021,4009,20,ALL,ALL,440,32.62,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,hsi,89,2021,4012,20,ALL,ALL,440,302.61,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
LA PAZ,hsi,89,2021,4012,20,ALL,ALL,440,302.61,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,hsi,89,2021,4013,20,ALL,ALL,440,32.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,hsi,89,2021,4013,20,ALL,ALL,440,32.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,hsi,89,2021,4015,20,ALL,ALL,440,83.5,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,hsi,89,2021,4015,20,ALL,ALL,440,83.5,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2020,4013,20,ALL,ALL,440,27.36,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MARICOPA,HSI,89,2020,4013,20,ALL,ALL,440,27.36,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2020,4015,20,ALL,ALL,440,68.74,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
MOHAVE,HSI,89,2020,4015,20,ALL,ALL,440,68.74,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2020,4017,20,ALL,ALL,440,19.3,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,HSI,89,2020,4017,20,ALL,ALL,440,19.3,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2020,4019,20,ALL,ALL,440,20.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,HSI,89,2020,4019,20,ALL,ALL,440,20.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,hsi,89,2021,4017,20,ALL,ALL,440,20.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
NAVAJO,hsi,89,2021,4017,20,ALL,ALL,440,20.2,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,hsi,89,2021,4019,20,ALL,ALL,440,22.65,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PIMA,hsi,89,2021,4019,20,ALL,ALL,440,22.65,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,hsi,89,2021,4021,20,ALL,ALL,440,42.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
PINAL,hsi,89,2021,4021,20,ALL,ALL,440,42.39,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,hsi,89,2021,4023,20,ALL,ALL,440,40.66,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
SANTA CRUZ,hsi,89,2021,4023,20,ALL,ALL,440,40.66,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,hsi,89,2021,4025,20,ALL,ALL,440,28.35,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YAVAPAI,hsi,89,2021,4025,20,ALL,ALL,440,28.35,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,hsi,89,2021,4027,20,ALL,ALL,440,82.7,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
YUMA,hsi,89,2021,4027,20,ALL,ALL,440,82.7,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2021,ALL,20,ALL,ALL,440,33.88,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
ARIZONA,HSI,89,2021,ALL,20,ALL,ALL,440,33.88,2023-04-18T10:21:46.240,"Age-adjusted rate of emergency department visits for heat stress per 100,000 population",Heat stress emergency department visits,Heat Stress Illness
